userid,orderid,rating,tags,commentsKeyWords
110777033869,1021833,5.0,,"['热情','准时']"
110777035462,1021838,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|提前联系|景点介绍详尽,
110777333764,1021860,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|耐心等候|主动搬运行李,"['非常','好','感谢']"
110777433061,1021864,5.0,主动热情|提前联系|举牌迎接|耐心等候,
110777433765,1021869,5.0,主动热情|提前联系|主动搬运行李|耐心等候,"['非常','nice','还','好吃','好玩']"
110777733062,1021894,5.0,提前联系|耐心等候,
110777833867,1021898,5.0,主动热情|主动搬运行李,"['很','热情','很','好','还','还','满意']"
110777935169,1021902,5.0,提前联系|耐心等候,
110777935260,1021904,5.0,主动热情|提前联系|主动搬运行李|耐心等候,"['主动','不错']"
110777935961,1021908,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|车辆物资齐全|提前联系|景点介绍详尽|耐心等候|路线熟悉,
110778033068,1021912,5.0,提前联系|耐心等候,"['不错','认真']"
110778133868,1021924,5.0,,
110778233069,1021933,4.0,,
110778433861,1021950,5.0,主动热情|文明礼貌|驾驶平稳|仪表整洁|干净整洁|车辆物资齐全|提前联系|耐心等候,"['非常','好']"
110778435469,1021958,5.0,主动热情|提前联系|景点介绍详尽,"['非常','不错','很','好']"
110778533766,1021959,5.0,文明礼貌|驾驶平稳|普通话流利|干净整洁|提前联系|举牌迎接|主动搬运行李,"['很','好']"
110778533863,1021962,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系|主动搬运行李|耐心等候,"['钟','特别','好']"
110778535267,1021969,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系|举牌迎接|主动搬运行李|耐心等候,
110778633765,1021978,5.0,,
110778633866,1021979,5.0,主动热情|耐心等候,
110778635162,1021980,5.0,,"['非常','好']"
110778733062,1021983,5.0,主动热情,
110778735965,1021991,5.0,提前联系|耐心等候,"['顺畅','不错']"
110778833060,1021996,5.0,,
110778833068,1022005,5.0,主动热情|提前联系|耐心等候,"['同意','特别','热情','干净','陈']"
110778835167,1022007,3.0,不爱讲话|景点不熟悉|没水/空调不足,
110778835260,1022010,5.0,主动热情|提前联系,
110778835462,1022019,1.0,车旧/脏|司导态度差,['十分']
110779233068,1022038,5.0,,
110779235260,1022042,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|耐心等候|主动搬运行李,
110779235467,1022044,5.0,,
110779333861,1022050,5.0,耐心等候,"['感谢','非常','好']"
110779433768,1022057,5.0,,['顺畅']
110779435464,1022063,5.0,主动热情|提前联系|耐心等候,
110779533067,1022068,5.0,,
110779535269,1022078,5.0,,
110779633860,1022083,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|提前联系|景点介绍详尽|路线熟悉,"['很','主动','亲切','谢谢','谢谢']"
110779735166,1022088,5.0,,
110779735263,1022091,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|主动搬运行李|耐心等候,
110779735267,1022093,5.0,,
110779835461,1022104,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|车辆物资齐全|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候|路线熟悉,['完美']
110810817379,1022163,5.0,,
110810917078,1022168,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|提前联系|主动搬运行李,
110811010875,1022173,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|主动搬运行李|耐心等候,"['超级','好']"
110811017474,1022177,5.0,主动热情|文明礼貌|驾驶平稳|提前联系|主动搬运行李|耐心等候,"['挺','好','满意']"
110811017773,1022179,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|车辆物资齐全|提前联系|耐心等候|路线熟悉,"['非常','好','很','愉快']"
110811217276,1022187,5.0,主动热情|提前联系|耐心等候,
110811217674,1022193,5.0,主动热情|普通话流利|车辆物资齐全|提前联系|主动搬运行李|耐心等候,
110811217679,1022194,5.0,,
110811317074,1022199,5.0,主动热情|提前联系|举牌迎接|耐心等候,"['非常','好']"
110811317078,1022206,5.0,主动热情|提前联系|耐心等候|主动搬运行李,
110811717470,1022224,5.0,,
110811810873,1022235,5.0,主动热情|提前联系|耐心等候,
110811810978,1022244,5.0,主动热情|普通话流利|车辆物资齐全|提前联系|耐心等候|主动搬运行李,
110812017372,1022270,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|车辆物资齐全|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候|路线熟悉,
110812210870,1022278,5.0,,
110812210879,1022282,5.0,,
110812217279,1022285,5.0,主动热情|提前联系|耐心等候,
110812310876,1022291,5.0,主动热情|文明礼貌|驾驶平稳|车辆物资齐全|提前联系|举牌迎接|主动搬运行李|耐心等候,"['非常','满意']"
110812417379,1022302,5.0,主动热情|提前联系|耐心等候|主动搬运行李,"['准时','热情','聊','不少','尤其','非常','熟悉','不少','很','不错','老']"
110812717279,1022312,5.0,主动热情|普通话流利|车辆物资齐全|提前联系|耐心等候|主动搬运行李,"['超级','顺利','超级','好','非常','热情','希望']"
110812817379,1022319,4.0,主动热情|提前联系|主动搬运行李,
110813617272,1022338,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系|主动搬运行李,"['热情','主动','迎接','上','真心','还','主动','感谢']"
110814117172,1022353,5.0,主动热情|提前联系|举牌迎接|主动搬运行李|耐心等候,
110814117679,1022367,5.0,,
110814117776,1022370,5.0,,
110814117779,1022374,5.0,,
110814210871,1022378,5.0,,"['准时','很','气','主动','干净']"
110814310972,1022384,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|提前联系|景点介绍详尽|耐心等候|路线熟悉,"['非常','愉快']"
110814410979,1022388,5.0,主动热情|提前联系|耐心等候,
110814417277,1022390,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|车辆物资齐全|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候|路线熟悉,
110814510871,1022394,5.0,,"['很','很','好']"
110814610570,1022405,5.0,,
110814710975,1022414,5.0,主动热情|提前联系|举牌迎接|耐心等候,"['非常','热情']"
110814910976,1022430,5.0,主动热情|提前联系|景点介绍详尽|耐心等候,
110815110575,1022443,5.0,主动热情|提前联系|耐心等候|主动搬运行李,
110815210873,1022446,5.0,耐心等候|主动搬运行李,"['很','热情','不错','不错']"
110815610874,1022465,5.0,,"['非常','不错']"
110816010870,1022483,5.0,,"['很','好听','很','讲']"
110816317373,1022491,5.0,主动热情|车辆物资齐全|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候,
110816810572,1022520,5.0,,['准时']
110816817075,1022521,5.0,提前联系|主动搬运行李,
110817310579,1022540,5.0,,
110817517672,1022567,5.0,,"['很','热情','很','好','轻松','感谢']"
110817610876,1022574,5.0,提前联系|耐心等候|路线熟悉,"['很','熟悉']"
110817910873,1022606,5.0,,
110817910971,1022608,5.0,普通话流利|车辆物资齐全|耐心等候,
110817917074,1022612,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系|举牌迎接|主动搬运行李|耐心等候,"['非常','满意']"
110818017376,1022623,5.0,,"['very','good']"
110818310978,1022641,5.0,主动热情|普通话流利|车辆物资齐全|提前联系|耐心等候|主动搬运行李,
110818510576,1022648,5.0,,"['惊喜','特别','好','特别','有趣','特别','关心','谢谢']"
110818617070,1022665,5.0,,
110818617371,1022668,5.0,耐心等候,
110818710876,1022676,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|提前联系|举牌迎接|主动搬运行李|耐心等候,
110819017273,1022691,5.0,主动热情|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候,"['非常','好','谢谢','白']"
110819217076,1022698,4.0,驾驶平稳|干净整洁|车辆物资齐全|提前联系|主动搬运行李,"['非常','积极','很','顺利','干净']"
110819217678,1022702,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|耐心等候|主动搬运行李,
110819217679,1022703,5.0,主动热情|提前联系|耐心等候,
110819317474,1022706,5.0,提前联系,"['单','非常','会','大方','稳重','礼貌','热心','还','绝']"
110819417272,1022723,5.0,主动热情|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候,
110819472070,1022766,5.0,提前联系|举牌迎接|主动搬运行李|耐心等候,"['非常','nice','很','热情']"
110819472772,1022787,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|耐心等候|主动搬运行李,['准时']
110819472873,1022795,5.0,主动热情|提前联系,
110819472976,1022799,5.0,,"['非常','热情','非常','稳']"
110819510975,1022812,5.0,主动热情|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候,
110819510977,1022813,5.0,,
110819517075,1022817,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系|举牌迎接|主动搬运行李|耐心等候,"['非常','好','谢谢','陈']"
110819517375,1022830,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|车辆物资齐全|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候|路线熟悉,
110819517378,1022833,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|提前联系|耐心等候|路线熟悉,
110819517579,1022837,4.0,主动热情|普通话流利|车辆物资齐全|提前联系|主动搬运行李|耐心等候,
110819572770,1022844,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|主动搬运行李|耐心等候,['非常热心']
110819610879,1022851,5.0,主动热情|提前联系|主动搬运行李|耐心等候,
110819617079,1022856,5.0,,
110819710579,1022864,5.0,主动热情|主动搬运行李,
110819817371,1022954,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|主动搬运行李|耐心等候,
110819910876,1022959,5.0,,
110819917071,1022965,5.0,主动热情|干净整洁|主动搬运行李|耐心等候,
110831210977,1022998,5.0,主动热情|提前联系|行程安排有惊喜|耐心等候,"['非常','好']"
110831510573,1023008,5.0,主动热情|提前联系|景点介绍详尽|耐心等候,
110831610871,1023018,5.0,主动热情|提前联系|耐心等候,"['很','不错','更加','细致','容易']"
110832510973,1023041,5.0,,['友善']
110832617273,1023051,5.0,主动热情|耐心等候,"['谢谢','很','辛苦']"
110832810878,1023068,5.0,主动热情|提前联系|耐心等候,
110832817378,1023074,5.0,,"['非常','好','准时','高效','花','很','谢谢']"
110834210578,1023086,5.0,提前联系|耐心等候,
110834417672,1023123,5.0,主动热情|提前联系|耐心等候,
110834617272,1023149,5.0,主动热情|提前联系,
110834810877,1023156,5.0,提前联系,
110834917076,1023173,5.0,主动热情|提前联系,
110835010974,1023193,5.0,,
110835617176,1023241,5.0,,"['非常','好']"
110835617177,1023243,5.0,主动热情|提前联系,
110835617279,1023254,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系|举牌迎接|主动搬运行李|耐心等候,
110835617671,1023270,5.0,举牌迎接|主动搬运行李|耐心等候,"['挺','稳']"
110835617675,1023274,5.0,,"['完美','十分','感谢']"
110835617678,1023284,5.0,主动热情|提前联系|景点介绍详尽,
110835672374,1023324,5.0,主动热情|提前联系|景点介绍详尽|耐心等候,"['很','好']"
110835717278,1023338,5.0,主动热情|提前联系,
110835810978,1023348,5.0,主动热情|车辆物资齐全|提前联系|主动搬运行李|耐心等候,['非常']
110836010574,1023368,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|车辆物资齐全|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候|路线熟悉,
110836210576,1023381,5.0,主动热情|文明礼貌|车辆物资齐全|提前联系|主动搬运行李,
110836310577,1023393,5.0,,
110836610979,1023403,5.0,,
110836717077,1023411,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|耐心等候|主动搬运行李,"['很','高兴','小','非常','好','很','周到','很','喜欢','主动','好','很','着想','小','非常','好','非常','上','一定','一定']"
110836910877,1023422,5.0,,
110837110872,1023435,5.0,,
110837110876,1023448,5.0,主动热情|主动搬运行李|耐心等候,"['很','好']"
110837110976,1023452,5.0,主动热情|提前联系|举牌迎接|主动搬运行李|耐心等候,"['非常','亲切','很','熟悉','相当','好']"
110837117378,1023455,5.0,,
110837317076,1023469,5.0,主动热情,
110837410977,1023472,5.0,,
110837510872,1023477,5.0,主动热情|提前联系|耐心等候,['感谢']
110837917072,1023498,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|车辆物资齐全|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候|路线熟悉,
110838217470,1023519,3.0,,[]
110838217874,1023526,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|主动搬运行李|耐心等候,"['很','热情','友好','非常','满意']"
110838217971,1023532,5.0,主动热情|提前联系|举牌迎接|耐心等候,
110838310877,1023545,5.0,,
110838317179,1023548,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|主动搬运行李|耐心等候,"['挺','好']"
110838472170,1023571,4.0,,"['会','会']"
110838472376,1023573,5.0,主动热情|提前联系|主动搬运行李,"['很','nice','希望','还']"
110838510574,1023582,5.0,,
110838510870,1023585,5.0,,
110838510874,1023590,5.0,主动热情|提前联系|举牌迎接|耐心等候,
110838517077,1023592,5.0,,
110838717074,1023609,5.0,主动热情|提前联系|耐心等候,
110838717476,1023617,5.0,主动热情|提前联系|主动搬运行李|耐心等候,
110838817378,1023648,5.0,主动热情|耐心等候,
110838910879,1023669,5.0,主动热情|提前联系|耐心等候,
110838917072,1023679,5.0,主动热情|提前联系,
110838917475,1023700,5.0,主动热情|文明礼貌|驾驶平稳|仪表整洁|干净整洁|提前联系|耐心等候|主动搬运行李,
110838917476,1023702,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|提前联系|主动搬运行李|耐心等候,
110838917678,1023715,5.0,提前联系|耐心等候,
110838931870,1023747,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系|举牌迎接|主动搬运行李|耐心等候,
110838932079,1023753,5.0,,
110838970978,1023790,5.0,提前联系|举牌迎接|耐心等候,
110838971173,1023796,5.0,主动热情|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候,
110838971571,1023814,5.0,,
110838972070,1023835,5.0,主动热情|车辆物资齐全|提前联系|主动搬运行李|耐心等候,
110838972770,1023868,5.0,主动热情,
110838972778,1023879,5.0,,
110838972873,1023883,5.0,主动热情|提前联系|举牌迎接|耐心等候,"['很','好','完','很','很','好','还','不错']"
110838974178,1023916,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|车辆物资齐全|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候|路线熟悉,"['周到','热情','细心','好','很','幸运','好','细心','还','亲切','随和','平稳','整洁','友善']"
110838974870,1023933,5.0,,
110838975173,1023949,5.0,,
110838975775,1023970,5.0,主动热情|普通话流利|提前联系|耐心等候|路线熟悉,
110838975778,1023974,5.0,,['准时']
110838975872,1023977,5.0,,
110838975876,1023981,5.0,车辆物资齐全|耐心等候|主动搬运行李,
110838975974,1023990,5.0,主动热情|提前联系|耐心等候|主动搬运行李,
110838976179,1023996,5.0,,[]
110838976275,1024000,5.0,主动热情|文明礼貌|驾驶平稳|提前联系|主动搬运行李,
110838976971,1024016,5.0,文明礼貌|普通话流利,
110838979177,1024057,5.0,主动热情|普通话流利|提前联系|耐心等候,
110839010876,1024094,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系|举牌迎接|主动搬运行李|耐心等候,
110839310575,1024113,5.0,主动热情|提前联系|主动搬运行李|耐心等候,
110839610973,1024121,5.0,主动热情|提前联系|耐心等候,[]
110839810578,1024129,5.0,主动热情|提前联系,
110840010979,1024143,5.0,主动热情|普通话流利|车辆物资齐全|提前联系|主动搬运行李|耐心等候,"['主动','热情']"
110840017071,1024144,5.0,,
110840017473,1024149,5.0,驾驶平稳|普通话流利|仪表整洁|提前联系|景点介绍详尽|耐心等候|路线熟悉,
110840017677,1024153,5.0,耐心等候,
110840117171,1024160,5.0,,
110840117177,1024165,5.0,主动热情,
110840217273,1024186,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|车辆物资齐全|提前联系|耐心等候|路线熟悉,
110840217375,1024188,5.0,主动热情|提前联系|耐心等候,"['主动','热情','感谢']"
110840217475,1024197,5.0,主动热情|提前联系|耐心等候,"['特别','好','很','细致']"
110840217672,1024203,5.0,主动热情|提前联系|耐心等候|主动搬运行李,
110840317877,1024243,5.0,提前联系|耐心等候|主动搬运行李,"['很','好','挺','周到']"
110840371677,1024287,5.0,主动热情|主动搬运行李,"['很','nice','很','好','愿意']"
110840371872,1024298,5.0,文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁,"['按时','准点','不错']"
110840372078,1024314,5.0,主动热情|提前联系|主动搬运行李|耐心等候,"['好客','讲','很','开心','还']"
110840372177,1024321,5.0,主动搬运行李,
110840372178,1024323,5.0,主动热情|车辆物资齐全|提前联系|耐心等候|主动搬运行李,
110840372473,1024340,5.0,主动热情|驾驶平稳|提前联系|耐心等候|路线熟悉,
110840372476,1024342,5.0,,
110840372774,1024360,5.0,景点介绍详尽,
110840372871,1024364,5.0,主动热情|普通话流利|车辆物资齐全|提前联系|耐心等候|主动搬运行李,
110840374379,1024380,5.0,主动热情|提前联系|景点介绍详尽,"['很','满意','合理','详细','非常']"
110840374676,1024383,5.0,主动热情|提前联系,
110840379775,1024403,5.0,,"['很','方便','很','快捷']"
110840410874,1024409,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|主动搬运行李|耐心等候,
110840417178,1024416,5.0,,
110840417672,1024419,5.0,,"['非常','非常','满意']"
110840417677,1024426,5.0,主动热情|提前联系,
110840717279,1024445,5.0,,
110840817871,1024463,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|车辆物资齐全|提前联系|耐心等候|主动搬运行李,"['很','不错','很','主动','很','很','满意']"
110840817875,1024467,5.0,,
110840910572,1024472,5.0,主动热情|提前联系|耐心等候,"['很','非常','棒','很','非常','棒','很','非常','棒','重要','说','很','非常','棒']"
110840917777,1024478,5.0,主动热情|普通话流利|仪表整洁|行程安排有惊喜|耐心等候,['好']
110841017470,1024484,5.0,提前联系|举牌迎接,
110841110979,1024491,5.0,主动热情|普通话流利|仪表整洁|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候|路线熟悉,"['非常','好','很']"
110841117173,1024492,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系|主动搬运行李|耐心等候,
110841217075,1024500,5.0,主动热情|提前联系|景点介绍详尽|耐心等候,
110841310578,1024503,5.0,主动热情|提前联系|耐心等候|主动搬运行李,"['特别','满意']"
110841317371,1024511,5.0,主动热情|提前联系|耐心等候,
110841317473,1024513,5.0,,
110841417374,1024522,5.0,主动热情|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候,"['很','好','主动']"
110841417670,1024530,5.0,,
110841510873,1024536,5.0,主动热情|车辆物资齐全|提前联系|主动搬运行李|耐心等候,"['非常','好','很','高']"
110841517472,1024541,5.0,,
110841517770,1024546,5.0,,
110841617074,1024549,5.0,,
110841617677,1024553,5.0,主动热情|提前联系|举牌迎接|主动搬运行李|耐心等候,"['真心','不错']"
110842010978,1024596,5.0,驾驶平稳|主动搬运行李,['Good']
110842017772,1024608,5.0,主动热情|普通话流利|车辆物资齐全|提前联系|主动搬运行李|耐心等候,
110842110879,1024616,1.0,车辆和订单显示不符,
110842210876,1024623,5.0,,
110842217279,1024629,4.0,耐心等候,"['热情','希望']"
110842317174,1024637,5.0,,
110842317379,1024638,5.0,,
110842517473,1024654,5.0,主动热情|提前联系|举牌迎接,"['稍','下','很','好','很','稳']"
110842517774,1024659,3.0,行前未主动联系,
110842610872,1024665,5.0,,
110842617474,1024671,5.0,,
110842617574,1024672,5.0,主动热情|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候,"['非常','小','不便','容易','非常','好']"
110842717174,1024684,5.0,主动热情|提前联系,"['老','赞']"
110842717370,1024687,5.0,,
110842717372,1024690,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系|举牌迎接|主动搬运行李|耐心等候,"['好','热情']"
110842772076,1024701,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|主动搬运行李|耐心等候,['主动']
110842847173,1024714,4.0,,"['不错','讲']"
110842847275,1024717,5.0,主动热情|提前联系|主动搬运行李,
110842847279,1024723,3.0,景点不熟悉,
110842847471,1024727,5.0,主动搬运行李|耐心等候,
110842917279,1024730,5.0,主动热情|提前联系|耐心等候,
110842917674,1024736,5.0,,"['绝对','一流']"
110842917773,1024745,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|主动搬运行李,
110842917775,1024749,4.0,车辆物资齐全|提前联系|主动搬运行李|耐心等候,
110843010875,1024752,5.0,,
110843117376,1024778,5.0,主动热情|文明礼貌|驾驶平稳|仪表整洁|干净整洁|车辆物资齐全|耐心等候|主动搬运行李,"['非常','认真','赞']"
110843117772,1024780,5.0,主动热情|主动搬运行李|耐心等候,['good']
110843310974,1024807,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|提前联系|耐心等候|路线熟悉,"['非常','好','希望']"
110843510570,1024816,5.0,,"['很','礼貌','很','nice','很','干净','宜人']"
110843510873,1024819,5.0,提前联系|主动搬运行李,"['不错','主动','特别','好']"
110843517077,1024828,5.0,,
110843610572,1024836,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|主动搬运行李|耐心等候,"['超级','热情','稳当','还','平安']"
110843610872,1024844,5.0,,"['说','非常','非常','好','很','礼貌','很']"
110843810573,1024868,5.0,文明礼貌|车辆物资齐全|耐心等候,"['会','不错']"
110843910973,1024875,5.0,,
110843917378,1024877,5.0,,"['好','热情','方便','赞']"
110843917475,1024878,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系|举牌迎接|主动搬运行李|耐心等候,[]
110844010572,1024881,5.0,主动热情|驾驶平稳|仪表整洁|车辆物资齐全|提前联系|耐心等候|路线熟悉,"['很','祝','平安','顺利','和谐','统一']"
110844017677,1024889,5.0,主动热情|车辆物资齐全|提前联系|主动搬运行李|耐心等候,
110844110576,1024901,5.0,驾驶平稳|普通话流利|提前联系|主动搬运行李,"['很','好']"
110844110979,1024904,5.0,主动热情|车辆物资齐全|提前联系|耐心等候|主动搬运行李,
110844117272,1024906,5.0,,
110844210572,1024914,5.0,,
110844217173,1024917,5.0,主动热情|文明礼貌|普通话流利|提前联系|主动搬运行李|耐心等候,
110844410870,1024938,5.0,主动热情|主动搬运行李,
110844517273,1024954,5.0,,
110844710576,1024965,5.0,,
110844710872,1024967,5.0,,
110844717671,1024972,5.0,,"['很','认真']"
110844817378,1024982,5.0,主动热情|景点介绍详尽,
110845017472,1025000,4.0,主动热情|文明礼貌|普通话流利|仪表整洁|车辆物资齐全|提前联系|主动搬运行李|耐心等候,[]
110845110976,1025004,5.0,,
110845117673,1025006,5.0,主动热情|提前联系|举牌迎接|耐心等候,['很']
110845117977,1025010,5.0,主动热情|提前联系|举牌迎接|耐心等候,"['非常','周到','便宜','还要','非常','好','希望','希望','好']"
110845217271,1025016,2.0,,['定']
110845217376,1025018,5.0,,
110845217671,1025024,5.0,主动热情|普通话流利|车辆物资齐全|提前联系|主动搬运行李|耐心等候,"['非常','满意']"
110845217675,1025028,5.0,主动热情|提前联系|耐心等候,[]
110845217870,1025031,5.0,行程安排有惊喜|耐心等候,
110845217875,1025034,5.0,,
110845317077,1025037,5.0,文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系,
110845317575,1025044,5.0,主动热情|景点介绍详尽|耐心等候,
110845417275,1025056,5.0,,
110845517372,1025066,5.0,,
110845617176,1025078,5.0,,
110845617778,1025088,5.0,主动热情|提前联系|耐心等候,"['很','幽默','很','开心','谢谢']"
110845617976,1025090,5.0,主动热情|驾驶平稳|仪表整洁|提前联系|耐心等候|路线熟悉,"['非常','非常']"
110845717176,1025108,5.0,,
110845717277,1025124,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系|主动搬运行李|耐心等候,"['非常','礼貌','非常','主动','非常','满意']"
110845910876,1025146,5.0,文明礼貌|驾驶平稳|主动搬运行李|耐心等候,
110846117278,1025160,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|主动搬运行李|耐心等候,
110846217076,1025179,5.0,主动热情|车辆物资齐全|提前联系|耐心等候|主动搬运行李,"['非常','好']"
110846217275,1025180,5.0,,
110846217873,1025181,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系|举牌迎接|主动搬运行李|耐心等候,"['特别','还','上','自由','很','幸运']"
110846317474,1025195,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|提前联系|路线熟悉,"['非常','不错','见多识广','欢快']"
110846410973,1025205,5.0,,
110846472079,1025213,5.0,干净整洁|提前联系|主动搬运行李,
110846517778,1025229,5.0,,"['下','好','欣赏']"
110846617474,1025238,5.0,主动热情|提前联系|行程安排有惊喜|景点介绍详尽,
110846710975,1025245,5.0,,
110846717770,1025250,5.0,,
110846810970,1025252,5.0,,
110846817471,1025268,5.0,主动热情|提前联系|耐心等候,['不错']
110846872376,1025274,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|车辆物资齐全|提前联系|行程安排有惊喜|景点介绍详尽|耐心等候|路线熟悉,
110846910973,1025284,5.0,文明礼貌|驾驶平稳|普通话流利|干净整洁|提前联系|主动搬运行李,['感谢']
110846917871,1025297,5.0,主动热情|提前联系|耐心等候,
110847017176,1025303,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|干净整洁|车辆物资齐全|提前联系|举牌迎接|主动搬运行李|耐心等候,"['还','很','很']"
110847017476,1025307,5.0,,
110847210574,1025323,5.0,主动热情|驾驶平稳|普通话流利|仪表整洁|车辆物资齐全|提前联系|耐心等候|路线熟悉,
110847210976,1025328,5.0,,
110847317979,1025353,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|耐心等候|主动搬运行李,
110847410574,1025356,5.0,普通话流利|提前联系|主动搬运行李|耐心等候,"['很','好','很']"
110847417577,1025366,5.0,主动热情,
110847517577,1025381,5.0,,
110847710578,1025392,5.0,,
110847717171,1025397,5.0,,
110847717771,1025403,5.0,,
110847717871,1025404,5.0,主动热情|驾驶平稳|车辆物资齐全|提前联系|主动搬运行李|耐心等候,
110847717873,1025410,5.0,主动热情|提前联系|耐心等候,"['很','还','赞']"
110847772275,1025417,5.0,提前联系|耐心等候|主动搬运行李,
110847810873,1025421,5.0,主动热情|提前联系,
110847810978,1025423,5.0,主动热情|普通话流利|干净整洁|主动搬运行李,
110847817379,1025426,5.0,主动热情|文明礼貌|驾驶平稳|普通话流利|仪表整洁|干净整洁|车辆物资齐全|提前联系|主动搬运行李|耐心等候,
110847917874,1025434,4.0,,
