userid,gender,province,age
110167535165,男,,
110167535262,女,北京,
110167535267,女,上海,
110167535463,女,广东,
110167535864,女,,
110167618265,男,北京,
110167618268,男,,
110167633067,女,北京,
110167633862,,浙江,
110167635165,男,,
110167635266,,,
110167635368,男,浙江,60后
110167635569,,广东,
110167635661,女,四川,
110167718266,女,上海,
110167718461,,上海,
110167718964,,上海,
110167733860,,上海,
110167733863,男,广东,60后
110167733867,,河南,
110167735160,,上海,
110167735165,男,,
110167735169,男,上海,80后
110167735360,,北京,
110167735868,女,北京,
110167735961,女,上海,
110167833868,,四川,
110167835361,男,,
110167835465,男,广东,
110167835763,女,天津,
110167918466,男,,
110167933061,,上海,
110167935267,男,北京,
110168018965,,江苏,
110168033864,,河南,
110168035062,男,四川,
110168035068,男,,
110168035160,男,广东,
110168035468,男,重庆,
110168035563,女,陕西,
110168035566,,北京,
110168035867,女,上海,
110168118267,女,,
110168133069,女,福建,
110168133862,男,上海,60后
110168135067,男,北京,
110168135466,女,河北,
110168135765,男,,
110168218268,女,浙江,60后
110168233860,,上海,
110168235068,,上海,
110168235362,,江苏,
110168235463,男,上海,
110168235661,女,北京,
110168235769,,北京,
110168318162,男,上海,
110168318268,,上海,
110168318369,男,福建,
110168318560,女,上海,
110168318567,,上海,
110168318667,,,
110168333066,,,
110168335161,,江苏,
110168335268,女,北京,
110168335466,,北京,
110168335563,男,浙江,
110168335760,,北京,
110168335761,,黑龙江,
110168335861,女,浙江,
110168335865,,北京,
110168418162,,上海,
110168433763,女,北京,
110168435362,,,
110168435560,女,上海,
110168435566,女,上海,
110168518365,,北京,
110168518969,,上海,
110168533060,女,,
110168535461,,云南,
110168535569,男,北京,
110168535862,,北京,
110168535866,,江苏,
110168618267,,北京,
110168618464,,四川,
110168618466,男,上海,
110168633061,,北京,
110168633860,男,广东,
110168635264,,陕西,
110168635363,,,
110168635464,,浙江,
110168635666,女,北京,
110168635761,,广东,
110168635765,,上海,
110168733068,男,,
110168733864,男,北京,
110168735364,男,,
110168735462,男,北京,
110168735468,男,北京,60后
110168818262,女,,
110168818263,,北京,
110168818460,,浙江,
110168818463,女,上海,
110168833061,,上海,
110168833062,男,辽宁,
110168833866,女,北京,
110168835267,,福建,
110168835566,女,浙江,
110168835567,男,北京,
110168835660,,北京,
110168933065,男,,
110168933860,男,,
110168935163,女,北京,
110168935267,,广东,70后
110168935360,女,上海,
110168935567,男,上海,
110168935663,,江苏,
110168935668,男,吉林,
110168935962,,上海,
110168935966,女,,
110169035061,,北京,
110169035461,,上海,
110169035868,女,北京,
110169133766,男,北京,
110169133867,,上海,
110169135469,男,上海,
110169233060,女,上海,
110169235261,,上海,
110169235469,,,
110169235560,女,上海,
110169235663,男,江苏,
110169235868,男,上海,
110169335669,男,北京,
110169433063,女,陕西,
110169433069,,上海,
110169433767,,广东,
110169433861,女,,
110169433869,男,北京,
110169435268,女,北京,
110169435661,女,天津,
110169435869,男,北京,
110169533861,女,上海,
110169533869,女,,
110169535368,,辽宁,
110169535466,,广东,
110169535561,,上海,
110169535565,,北京,
110169535567,,上海,
110169535568,女,上海,
110169633064,女,上海,
110169633069,男,广东,
110169633761,,北京,
110169633766,,上海,
110169635061,,,
110169635266,女,北京,
110169635269,,上海,
110169635363,,四川,
110169733067,,浙江,
110169733860,男,陕西,
110169735160,,广东,
110169735369,女,上海,60后
110169735664,女,,
110169833864,女,重庆,
110169835165,,上海,
110169835561,男,,60后
110169835566,,天津,
110169835660,,上海,
110169835661,,,
110169835861,男,上海,
110169933766,,上海,
110169935366,女,山东,
110169935461,女,上海,
110169935564,女,上海,
110169935967,,北京,
110171018260,,山西,
110171033768,女,江苏,90后
110171035063,男,江苏,70后
110171035167,,广东,
110171035461,,黑龙江,
110171035462,,天津,
110171133068,,陕西,
110171135167,,北京,
110171135568,,北京,
110171233760,,四川,
110171233866,,北京,
110171235166,女,广东,
110171235364,,北京,
110171235461,,四川,
110171318262,女,,
110171333863,,四川,
110171335164,,上海,
110171335465,,北京,80后
110171335865,,广东,
110171335869,,上海,
110171435369,,上海,
110171435863,,北京,
110171533861,女,,
110171535066,女,上海,
110171535965,,浙江,
110171618260,男,,
110171633769,,江苏,
110171635066,男,上海,
110171635068,,上海,
110171635262,,北京,
110171635266,,北京,
110171635560,,安徽,
110171635662,男,浙江,
110171635765,男,,80后
110171635966,,上海,
110171710666,,山东,
110171712267,,湖南,
110171733063,女,北京,80后
110171733766,女,江苏,
110171833067,,上海,
110171835161,,上海,
110171835360,女,辽宁,
110171835569,女,,
110171933067,,辽宁,
110171935164,,,
110171935261,,北京,
110173033764,,湖南,
110173033863,,浙江,
110173035060,男,,
110173118168,男,北京,
110173118169,,,
110173118264,,,
110173118268,,,
110173133765,男,上海,70后
110173133867,,上海,
110173135364,,上海,
110173135365,男,上海,
110173135964,男,广东,70后
110173218467,男,浙江,
110173218967,,新疆,
110173218968,,湖北,
110173233762,女,黑龙江,
110173235263,,江苏,
110173235369,,江苏,
110173235561,男,广东,
110173235864,,上海,
110173235961,,北京,
110173235967,,北京,
110173235969,,广西,
110173318268,男,辽宁,
110173318960,女,,
110173333065,,内蒙古,
110173335066,,北京,
110173335368,女,上海,
110173335560,男,黑龙江,90后
110173418162,女,上海,
110173433060,,北京,
110173435261,,江苏,
110173435263,,湖北,
110173435764,男,上海,
110173518968,,安徽,
110173533762,,北京,
110173533861,,浙江,
110173533863,,广东,
110173535760,男,广东,70后
110173535767,,北京,
110173618166,,上海,
110173633068,,,
110173633860,,上海,
110173635364,男,北京,
110173635765,,广东,
110173733762,男,上海,
110173733860,,福建,
110173733861,,广东,
110173735067,,上海,
110173735169,男,北京,80后
110173735467,,山东,
110173735765,女,,
110173735766,男,江苏,90后
110173735961,,广东,
110173735963,女,上海,
110173835169,,山东,
110173835769,,北京,
110173933068,男,,
110174033066,,浙江,
110174035262,女,广东,
110174035268,男,北京,90后
110174035463,,北京,
110174035566,,上海,
110174035667,,,
110174133063,,福建,
110174133069,女,,
110174133865,,,
110174135160,,北京,
110174135664,,浙江,
110174233063,,天津,
110174233064,,上海,
110174233760,男,,
110174235665,,上海,
110174235963,女,,
110174333060,,上海,
110174333760,男,江苏,
110174333862,,天津,
110174335063,女,北京,70后
110174335264,,,
110174335467,女,上海,
110174335469,,,
110174335665,,安徽,
110174433062,,黑龙江,
110174433065,,上海,
110174433068,,,
110174433760,男,北京,80后
110174433865,,北京,
110174435463,,浙江,
110174435469,,上海,
110174435668,,,
110174435669,男,,
110174435960,女,天津,
110174435967,,,
110174535366,,上海,
110174535965,,广东,
110174635565,,北京,
110174635864,,北京,
110174733061,,,
110174733865,,上海,
110174733866,,新疆,
110174735465,,陕西,
110174735468,,广东,
110174833861,女,广西,
110174833864,,北京,
110174833866,,,
110174835060,男,上海,
110174835169,,上海,
110174935365,,上海,
110174935762,,北京,
110174935766,,上海,
110174935768,男,广东,70后
110177033766,男,广东,
110177033861,,上海,
110177033863,,四川,
110177033866,,北京,
110177035265,,北京,
110177035268,,,
110177035560,,广东,
110177035565,男,,
110177035760,,北京,
110177135061,,江苏,
110177135669,,上海,
110177135765,,上海,
110177135766,,上海,
110177235060,女,重庆,
110177235066,,上海,
110177235161,,湖南,
110177235268,,陕西,
110177235561,,,
110177235566,,,
110177235662,,北京,
110177235668,男,四川,80后
110177235864,,山东,
110177235963,,北京,
110177333069,,广东,
110177333860,女,,
110177333866,,,
110177335360,,北京,
110177335961,女,北京,
110177335963,,吉林,
110177418463,女,上海,
110177418964,,江苏,90后
110177433066,,辽宁,
110177433764,,北京,
110177433861,女,湖南,90后
110177435367,,广东,
110177533764,女,广东,80后
110177533868,,湖南,
110177535467,男,北京,
110177535565,,天津,
110177618268,,重庆,
110177618465,男,广东,
110177618466,,湖北,
110177633869,,上海,
110177635167,男,,
110177635664,,四川,
110177733865,,上海,
110177735767,,浙江,
110177818163,,,
110177833063,,上海,
110177833860,女,青海,80后
110177835761,,,
110177835860,女,,
110177835864,,浙江,
110177835869,女,广东,
110177933062,,上海,
110177933762,,上海,
110177933869,女,,
110177935565,,辽宁,
110177935569,女,四川,
110178033062,,广东,
110178033064,,上海,
110178033067,,北京,
110178033761,,北京,
110178033868,,江苏,
110178035066,,上海,
110178035869,,,
110178135668,,,
110178233760,,北京,
110178235366,,北京,
110178235669,男,北京,
110178433867,,北京,
110178533860,男,上海,
110178535168,男,,
110178535363,,上海,
110178535464,,山东,
110178535466,女,,
110178633760,,上海,
110178633768,,广东,
110178635265,,辽宁,
110178635365,男,上海,
110178635464,,北京,
110178635665,男,,
110178635960,,河北,
110178635964,,河北,
110178718161,女,北京,
110178718864,,浙江,
110178733869,,上海,
110178735862,,,
110178833064,,北京,
110178835164,,,
110178835361,,广东,
110178835868,,湖北,
110179033067,男,上海,80后
110179135361,,广东,
110179135866,男,江苏,80后
110179135961,,四川,
110179233760,男,上海,
110179235064,女,广东,
110179235468,,,
110179235562,男,,
110179310962,女,上海,
110179335265,男,,
110179433863,,上海,
110179433867,女,,
110179435260,,江苏,
110179435266,,广东,
110179533860,,北京,
110179633860,,云南,
110179635361,,,
110179635461,女,天津,
110179635463,,广东,
110179635467,,广东,
110179833760,,上海,
110179835662,女,浙江,
110179835969,,上海,
110179935267,,,
110179935366,,,
110179935966,女,山西,
110180071022,,河南,
110180073424,男,北京,
110180171521,女,北京,
110180171526,女,辽宁,
110180173129,女,,
110180173720,女,广东,
110180271224,男,,
110180273321,女,浙江,
110180273326,女,,
110180373120,,北京,
110180373422,,重庆,
110180373728,女,山东,
110180373829,男,湖北,
110180473122,女,上海,60后
110180473127,男,上海,
110180473423,,广东,
110180571521,,广东,
110180573722,,北京,
110180573924,女,上海,
110180573928,,上海,
110180673122,女,,70后
110180771022,女,上海,
110180771529,女,广东,
110180773321,,上海,
110180773429,,四川,
110180871224,女,,
110180873328,男,,
110180873827,女,上海,
110180971526,,湖南,
110180971529,女,,
110180973125,女,浙江,
110180973726,男,江西,
110180973921,,,
110183016126,男,北京,
110183016721,男,浙江,
110183016727,,广东,
110183016729,男,浙江,
110183016829,,江苏,
110183016926,女,上海,
110183071023,男,江苏,80后
110183071027,男,广东,
110183073020,女,江苏,
110183073024,女,北京,
110183073129,,上海,
110183073320,女,北京,
110183073520,,广东,
110183073620,女,上海,
110183073629,女,湖南,
110183073828,女,陕西,
110183116321,女,上海,
110183116323,女,江苏,
110183171525,,广东,
110183173024,,重庆,
110183173027,男,广东,
110183173128,男,北京,
110183173129,,吉林,
110183173229,女,广东,
110183173422,女,上海,60后
110183173726,,上海,
110183216120,女,上海,
110183273023,女,,
110183273024,,上海,
110183273222,,陕西,
110183273628,,上海,
110183273721,男,,
110183316623,男,北京,70后
110183371022,男,上海,
110183373822,,辽宁,
110183373923,男,湖北,60后
110183473123,男,北京,
110183473124,男,湖南,
110183473223,男,,
110183473323,,广东,
110183473524,女,广东,
110183473724,,北京,
110183473822,女,上海,
110183571223,,广西,
110183571521,男,北京,
110183571524,女,,
110183573321,,北京,
110183573928,,江苏,
110183616320,,广东,
110183616429,,上海,
110183673428,女,,60后
110183673622,女,山东,
110183673722,,福建,
110183673920,女,,
110183716326,,广东,
110183716425,男,宁夏,
110183716427,,广东,
110183716720,,江苏,
110183716822,女,云南,
110183716828,,上海,
110183773129,,,
110183773222,,北京,
110183773227,男,上海,60后
110183773426,男,广东,
110183773624,女,,
110183871522,女,浙江,
110183871529,女,广东,
110183873021,,北京,
110183873128,,上海,
110183873925,男,,
110183973324,男,上海,
110183973629,男,广东,
110184171529,,四川,
110184173120,男,,
110184173126,,上海,
110184173129,女,上海,
110184173422,,上海,
110184173824,,福建,
110184271020,女,北京,
110184271029,,江苏,
110184271221,男,,
110184271223,男,北京,
110184271224,女,福建,80后
110184271227,,广东,
110184271523,女,北京,
110184273328,,上海,
110184273825,女,上海,80后
110184273920,,广东,
110184273925,男,北京,60后
110184471229,女,上海,
110184471521,女,广东,
110184473323,女,浙江,
110184473324,,广东,
110184473327,男,上海,
110184473423,,上海,
110184473520,男,上海,
110184473521,,北京,
110184473720,,江苏,
110184473928,,上海,
110184573124,,云南,
110184573127,女,北京,
110184573221,女,上海,
110184573522,女,,
110184573624,,四川,
110184573822,,浙江,
110184573920,女,上海,
110184671223,女,江西,60后
110184671525,女,湖北,
110184671529,,上海,
110184673124,,上海,
110184673326,,山东,
110184673428,女,,
110184673828,,上海,
110184673924,,福建,
110184673929,,河北,
110184773126,,上海,
110184773223,女,上海,
110184773429,,北京,
110184773524,男,吉林,
110184816222,,湖北,
110184816420,,上海,
110184816620,女,,
110184816828,,北京,
110184816929,男,,
110184871227,,广东,
110184873322,,重庆,
110184873722,,上海,
110184873820,,山东,
110184873827,,江苏,
110184971026,女,四川,
110184971225,男,北京,
110184973024,男,上海,
110184973121,女,北京,
110184973225,,广东,
110184973322,男,浙江,
110184973526,,上海,
110184973627,,山东,
110185071527,女,北京,
110185171225,女,上海,
110185173329,女,上海,
110185271024,,,
110185271520,男,北京,70后
110185371020,男,北京,60后
110185371521,女,上海,
110185373127,男,,
110185373321,女,,
110185373721,,辽宁,
110185473322,,天津,
110185473522,男,上海,
110185473822,女,上海,
110185571225,,北京,
110185671228,男,北京,
110185671527,男,上海,
110185673322,男,,
110185673422,,北京,
110185673922,,上海,
110185771520,,上海,
110185771525,,天津,
110185773324,男,江苏,70后
110185773523,女,广东,
110185773723,女,,
110185773820,男,,
110185871026,女,北京,
110185873126,女,江苏,60后
110185873325,女,新疆,
110185873329,女,广东,
110185873425,男,,70后
110185873822,男,上海,
110185873920,,,
110185971228,,四川,
110185971529,,福建,
110185973027,男,江苏,
110185973125,女,北京,
110185973320,,上海,
110185973428,女,浙江,
110186071026,男,上海,60后
110186071529,男,江苏,
110186073129,,上海,
110186073527,,上海,80后
110186171024,女,上海,
110186171027,,山东,
110186171521,,北京,
110186173123,,上海,
110186173726,女,浙江,
110186273121,男,四川,
110186273125,,江苏,
110186273720,,上海,
110186273722,女,重庆,
110186273727,女,福建,
110186371027,,上海,
110186371224,男,辽宁,
110186373126,,山东,
110186373127,女,辽宁,
110186373327,女,北京,
110186373621,,北京,
110186373823,男,,
110186373829,女,上海,
110186373920,男,北京,
110186471020,女,,
110186471220,,,
110186471224,,山东,
110186571227,男,,
110186573322,,湖北,
110186573428,,上海,70后
110186573825,女,上海,60后
110186573927,女,四川,
110186671526,,北京,
110186673723,男,,
110186673823,女,上海,
110186771227,,北京,90后
110186771521,男,天津,
110186773122,男,上海,
110186773327,,北京,
110186773425,女,,60后
110186773723,女,上海,
110186773927,,辽宁,
110186873923,男,江苏,
110186973120,男,上海,
110186973420,女,,
110186973926,女,天津,
110187071228,男,广东,
110187073120,女,浙江,70后
110187073128,,北京,
110187073321,女,广东,
110187073326,,,
110187171521,,上海,
110187171522,女,天津,
110187173129,男,山东,
110187271225,女,天津,
110187373124,,浙江,
110187373127,,浙江,
110187373321,女,广东,
110187373720,,北京,
110187471221,,上海,
110187473120,,上海,
110187473323,,北京,
110187473620,男,广东,60后
110187473624,女,北京,70后
110187473629,男,上海,
110187473922,男,山东,80后
110187473925,,北京,60后
110187473929,,北京,
110187571029,,上海,
110187573326,女,广东,
110187573728,女,黑龙江,
110187671523,女,江苏,
110187671527,,北京,
110187673420,,上海,90后
110187673522,,北京,
110187673629,女,北京,60后
110187673728,女,上海,
110187771222,,北京,
110187771529,,上海,
110187773127,,上海,
110187773421,,广东,
110187773425,,广东,
110187773524,女,广东,
110187773623,,广东,
110187773720,,北京,
110187871227,,北京,
110187871522,男,吉林,
110187873225,男,北京,
110187873320,,江苏,
110187873421,女,上海,
110187873426,女,四川,
110187873522,,广东,
110187873927,男,浙江,60后
110187973127,男,云南,60后
110187973328,女,上海,
110187973724,,北京,
110187973829,,北京,
110188071025,,江苏,
110188071229,,浙江,
110188071528,男,上海,
110188171023,男,江西,
110188171526,男,辽宁,
110188173124,女,新疆,
110188173125,,北京,
110188271523,,江苏,
110188273426,,重庆,
110188273821,,,
110188273828,男,湖北,
110188371026,男,浙江,
110188373120,女,北京,
110188373122,女,,
110188373125,女,上海,
110188471020,,福建,
110188471027,,重庆,
110188471524,,上海,
110188473421,,上海,
110188473620,女,上海,
110188473629,,福建,
110188473823,,重庆,
110188571021,,江西,
110188571220,男,山东,
110188571520,女,,
110188573425,,浙江,
110188671225,,江苏,
110188671228,,上海,
110188673126,,上海,
110188771224,女,上海,
110188773327,男,黑龙江,
110188773427,男,,
110188773428,,上海,
110188773725,女,,
110188871225,男,,70后
110188971522,男,上海,80后
110188973121,,,
110188973124,女,上海,
110189016323,男,上海,70后
110189071227,女,,
110189071527,女,北京,
110189073328,,北京,
110189073723,男,四川,
110189116120,男,江苏,
110189116123,女,上海,
110189116125,,北京,
110189116424,,北京,
110189171226,,北京,
110189173224,女,上海,
110189173323,,北京,
110189173828,女,,
110189273221,,四川,
110189273224,,浙江,
110189316122,男,辽宁,60后
110189373422,,浙江,
110189373725,女,广西,
110189373829,,上海,
110189471221,女,浙江,80后
110189471226,,浙江,
110189471228,女,上海,60后
110189471529,,福建,
110189473425,女,天津,60后
110189473526,女,江苏,
110189473629,,广东,
110189473823,,四川,
110189516127,,上海,
110189516429,,上海,
110189516726,,上海,
110189573028,女,上海,
110189573121,男,陕西,
110189573223,,北京,
110189573423,,黑龙江,
110189573429,女,广东,
110189573529,男,辽宁,
110189573720,女,浙江,90后
110189671020,,浙江,
110189671025,,北京,
110189671227,男,,
110189673122,男,辽宁,
110189673222,,北京,
110189673225,,北京,
110189673327,,四川,
110189673422,,云南,
110189673620,女,福建,
110189673727,女,上海,
110189673824,男,广东,
110189771027,,广东,
110189773122,女,福建,
110189773821,,江苏,
110189773925,,上海,
110189816120,,北京,
110189816722,女,,
110189816822,,上海,
110189871026,男,上海,
110189871224,男,,90后
110189871523,,北京,
110189873324,女,,
110189873425,,湖北,
110189873820,,四川,
110189873923,男,,
110189973124,,四川,
110189973127,男,,
110189973524,男,,
110189973927,女,上海,
110300071028,女,广东,
110300071225,,广东,
110300073723,,,
110300073821,,广东,
110300171021,,湖北,
110300171528,,广东,
110300173625,,山东,
110300271222,,上海,
110300273421,,北京,
110300273427,男,上海,
110300373428,男,上海,
110300373722,,广东,
110300471521,男,江苏,
110300473223,,新疆,
110300473324,,广东,
110300473422,男,上海,
110300473526,女,广东,60后
110300473528,男,上海,
110300473620,男,,70后
110300473720,男,上海,
110300473824,女,江苏,90后
110300571022,男,辽宁,80后
110300571523,,广东,
110300573820,男,北京,
110300673125,,北京,
110300673721,,广东,
110300771029,男,北京,
110300771523,男,湖南,
110300773122,,山东,
110300773627,男,广东,60后
110300871020,,安徽,
110300873427,男,北京,70后
110300873523,,,
110300873922,,江苏,
110300971024,,广东,
110300973027,男,北京,
110300973228,,上海,
110300973720,女,上海,60后
110300973823,女,江苏,
110300973925,,北京,
110301071023,,浙江,
110301071524,女,北京,
110301073429,,上海,
110301110121,女,广东,70后
110301110220,,上海,60后
110301110225,男,上海,
110301110425,男,广东,
110301110726,,河南,
110301110821,女,上海,
110301112025,,上海,
110301112220,,浙江,
110301112421,,广东,
110301112426,,北京,
110301112428,女,福建,60后
110301112525,,广西,
110301112720,,上海,
110301112925,,江苏,
110301116020,,广东,
110301116024,,广西,
110301116123,男,北京,80后
110301116229,,湖北,
110301116324,,广东,
110301116424,,四川,
110301116522,,安徽,
110301116523,女,四川,80后
110301116529,,北京,
110301116624,,北京,
110301116822,女,湖北,
110301116925,,广东,
110301117224,,北京,
110301117524,,广东,
110301117526,男,北京,70后
110301171023,男,安徽,
110301173026,,,
110301173127,男,江苏,70后
110301173220,,广东,
110301173224,,广东,
110301173229,男,黑龙江,
110301173322,女,福建,
110301173326,女,北京,
110301173821,男,上海,70后
110301173925,男,浙江,
110301271020,,浙江,
110301271220,男,上海,70后
110301271525,女,上海,
110301273421,男,江西,70后
110301273424,,江苏,
110301273820,男,,
110301371029,,北京,
110301371222,女,上海,
110301373820,男,云南,
110301473223,女,上海,80后
110301473422,,上海,
110301571227,男,,
110301571520,男,上海,
110301573127,男,广东,
110301573420,女,上海,
110301573422,男,上海,
110301573627,男,广东,
110301573920,男,江西,60后
110301573921,,浙江,
110301771223,男,北京,70后
110301771224,男,北京,
110301771526,女,广东,
110301771529,,江苏,70后
110301773120,,浙江,
110301773123,,广东,
110301773322,男,浙江,
110301816028,男,江苏,
110301816324,,广东,
110301816528,,上海,
110301816723,,北京,
110301871029,,广东,
110301873126,,北京,
110301873229,,天津,
110301873327,,江苏,
110301873521,,广东,
110301873622,,上海,
110301873929,,江苏,
110301971227,女,天津,
110301973429,,上海,
110301973521,,北京,
110301973725,女,,
110302071023,,江苏,
110302071523,,北京,
110302173128,,天津,
110302271024,,广东,
110302273621,女,福建,
110302273626,男,,70后
110302371020,男,北京,
110302371225,男,上海,
110302371522,,北京,
110302371527,女,上海,80后
110302373127,女,上海,
110302473826,,浙江,
110302573128,,河南,
110302573722,女,四川,
110302671221,男,江苏,
110302671226,,广东,
110302673125,女,广东,
110302673422,男,上海,80后
110302673820,,北京,
110302773125,,上海,
110302773823,女,湖北,
110302871021,,广东,
110302871225,,广东,
110302873123,,上海,
110302873124,男,上海,
110302873128,,上海,
110302971020,,北京,70后
110302971220,,广东,
110302971520,,云南,
110302973725,,北京,
110302973922,女,,
110303071027,男,上海,70后
110303073124,男,天津,
110303171020,女,上海,
110303173021,女,上海,
110303173125,男,北京,
110303173423,女,浙江,
110303271523,女,,
110303273927,,重庆,
110303373225,男,北京,60后
110303373622,,北京,
110303373726,,上海,
110303416326,女,上海,
110303471522,,江苏,
110303471528,,北京,
110303473520,女,上海,
110303473827,男,江苏,
110303571026,男,,
110303671227,,北京,
110303671228,,广东,
110303671526,,湖北,
110303671528,女,上海,60后
110303673327,女,北京,70后
110303673623,,上海,
110303716328,女,天津,
110303773025,女,广东,
110303871222,男,北京,60后
110303873121,,安徽,
110303973626,女,天津,
110304073420,,浙江,
110304073825,,江苏,
110304173527,女,新疆,
110304173627,,广东,
110304273123,,上海,
110304273125,,广东,
110304371521,,广东,
110304373423,男,河南,
110304471228,,北京,
110304471528,,上海,
110304473122,,北京,
110304571024,,天津,
110304573125,男,上海,
110304573326,男,北京,70后
110304673127,女,广西,
110304673224,男,上海,
110304673526,,北京,
110304773022,,上海,
110304773125,女,北京,
110304773822,女,北京,
110304773926,女,上海,
110304901221,女,上海,
110304903321,,福建,
110304903625,男,上海,70后
110304903923,女,江苏,
110304916121,,上海,
110304971223,男,上海,
110305071028,男,河南,80后
110305071528,女,福建,60后
110305073425,女,,
110305073529,男,,
110305073628,,广东,
110305073822,,上海,
110305171223,,北京,
110305173023,,江苏,
110305173220,,上海,
110305173825,男,北京,
110305271029,,上海,
110305271227,,上海,
110305273125,男,海南,
110305373222,男,四川,
110305373623,女,上海,
110305373724,女,上海,
110305471024,女,北京,
110305471025,,,
110305473327,男,北京,
110305571022,,北京,
110305571027,,北京,
110305573421,男,北京,60后
110305573425,,辽宁,
110305573627,男,河南,
110305573723,,上海,
110305671526,男,浙江,70后
110305771527,,上海,
110305773523,,山东,
110305773921,男,江苏,
110305871025,男,吉林,60后
110305871220,女,北京,
110305873524,,上海,
110305873629,女,重庆,
110305873827,,上海,
110305973627,女,浙江,
110306171223,男,北京,70后
110306173121,女,广东,60后
110306173320,女,上海,
110306173322,女,上海,
110306173326,,广东,
110306273421,,浙江,
110306273427,,江苏,
110306371527,男,陕西,80后
110306373525,,北京,
110306373528,男,广东,
110306471220,男,浙江,
110306473723,女,上海,
110306473827,,北京,
110306473920,男,上海,
110306571026,男,北京,
110306573321,,上海,
110306573722,男,四川,
110306671021,女,上海,
110306673828,女,上海,
110306673926,,北京,
110306773420,,浙江,
110306773927,,北京,
110306871028,,四川,
110306871526,,广东,
110306871527,,上海,
110306971027,女,广东,
110306973125,,北京,80后
110307071222,,广东,
110307073025,女,,
110307073122,,广东,
110307073326,女,,
110307073724,,福建,90后
110307171026,,北京,
110307173426,,广东,
110307271520,,广东,
110307273022,,上海,
110307273322,男,北京,
110307273427,,上海,
110307273722,男,北京,
110307371523,男,,
110307371527,男,天津,
110307373227,男,上海,
110307373526,,天津,
110307373527,,天津,
110307416323,,江苏,
110307471229,女,北京,
110307471520,,辽宁,
110307471529,女,,
110307473020,,上海,
110307473621,男,上海,
110307473828,,上海,
110307673128,女,天津,
110307673323,女,广东,
110307673422,男,福建,60后
110307673820,女,,
110307673924,男,,
110307771022,男,,
110307773420,女,北京,
110307773722,,广东,
110307873325,,湖北,
110307873426,女,北京,
110307873728,,江苏,
110307973326,男,上海,
110308071221,男,北京,
110308071226,男,北京,60后
110308073620,,四川,
110308073726,,上海,
110308073728,男,天津,
110308073729,,广东,
110308173320,男,广东,
110308273125,男,上海,
110308273127,男,北京,
110308273329,,上海,
110308273724,,北京,
110308371021,,北京,
110308371228,女,上海,
110308373720,女,,
110308471526,,上海,
110308473129,,安徽,
110308473628,,上海,
110308473820,女,广东,
110308571024,,浙江,
110308573121,,山东,
110308573320,,上海,
110308573829,,上海,
110308671022,,浙江,
110308673624,,广东,
110308673925,,北京,
110308871022,,上海,
110308873924,男,安徽,
110308971229,,广东,
110308971528,,江西,
110308973528,男,北京,
110308973625,,四川,
110308973825,,广东,
110308973927,,上海,
110309016122,女,广东,
110309016326,男,北京,
110309071221,,江西,
110309073424,女,上海,
110309073520,,广东,70后
110309073723,,福建,
110309171226,男,,
110309171229,女,四川,
110309173020,,广东,
110309173321,女,上海,
110309173828,,北京,
110309173925,女,广东,
110309216321,女,上海,
110309273622,女,福建,
110309273623,男,北京,
110309273923,男,浙江,70后
110309273925,男,,
110309371523,,山东,
110309373528,,北京,
110309373922,女,湖北,
110309471024,,广东,
110309473222,,上海,
110309473925,女,江苏,
110309573224,,,
110309671222,女,江西,
110309673123,女,北京,
110309673626,,四川,
110309773229,,湖南,
110309773421,女,福建,
110309871221,女,福建,
110309873122,女,上海,60后
110309971226,,上海,
110309973120,,上海,
110309973226,,江苏,
110309973423,,上海,
110309973522,男,辽宁,
110309973721,男,上海,
110309973829,男,,
110320071023,男,上海,
110320071226,女,北京,
110320071227,,北京,
110320071527,男,,
110320073122,,上海,
110320073427,,北京,
110320073521,,云南,
110320073729,男,广东,70后
110320173122,男,上海,
110320173224,,四川,
110320173324,女,甘肃,
110320173329,女,四川,
110320173429,女,上海,
110320173627,女,上海,
110320271026,,四川,
110320271029,,云南,
110320271520,,北京,
110320273329,女,,
110320273425,男,北京,
110320316720,男,广东,
110320371027,,江苏,
110320373628,男,北京,
110320416121,男,湖北,
110320416327,女,江苏,
110320416421,女,上海,
110320416427,男,北京,
110320416720,男,上海,
110320471223,,,80后
110320473123,女,广东,
110320473324,,福建,
110320671024,女,山东,
110320671025,,,
110320671026,男,北京,60后
110320671029,,山东,
110320673120,,浙江,
110320673420,男,浙江,
110320673423,女,广东,
110320673823,女,四川,
110320716123,女,上海,
110320716426,男,上海,
110320771029,男,,
110320773225,男,北京,
110320871022,,浙江,
110320873926,,广东,
110321071020,女,北京,
110321171525,男,吉林,
110321173726,女,,
110321273328,女,,
110321371029,,江苏,
110321371529,女,北京,
110321473128,男,上海,
110321473421,男,上海,
110321571023,女,广东,
110321571520,男,云南,
110321573127,男,上海,
110321671520,女,,
110321673925,,湖南,
110321973320,,上海,
110321973424,,上海,
110322071224,男,北京,
110322073325,女,北京,
110322171525,女,,
110322273720,,北京,
110322373424,男,上海,70后
110322471228,男,北京,
110322471520,男,上海,
110322673721,女,福建,
110322771529,男,上海,
110322773326,女,上海,
110322773427,女,,
110322871221,女,,
110322871521,男,云南,
110322971023,女,北京,
110322971222,男,北京,
110322973123,,北京,
110322973422,男,上海,
110322973426,,北京,
110322973823,男,上海,
110323071221,,广东,
110323073324,男,安徽,
110323073725,,上海,
