userid,orderid,orderTime,orderType,city,country,continent
110186573428,1012421,1483361684,1,悉尼,澳大利亚,大洋洲
110186573428,1012423,1483797653,0,悉尼,澳大利亚,大洋洲
110186671526,1012429,1479518138,0,东京,日本,亚洲
110186771227,1012443,1495711847,0,阿德莱德,澳大利亚,大洋洲
110186771227,1012444,1493556787,0,阿德莱德,澳大利亚,大洋洲
110186771227,1012441,1495713304,0,阿德莱德,澳大利亚,大洋洲
110186771227,1012440,1495713133,0,阿德莱德,澳大利亚,大洋洲
110186973120,1012472,1480085022,0,香港,中国香港,亚洲
110186973926,1012478,1484427028,0,大阪,日本,亚洲
110187171522,1012487,1483390303,0,大阪,日本,亚洲
110187171522,1012488,1482844013,0,大阪,日本,亚洲
110187171522,1012490,1489516751,0,奥克兰,新西兰,大洋洲
110187171522,1012491,1482365834,0,东京,日本,亚洲
110187373127,1012504,1482224856,0,大阪,日本,亚洲
110187471221,1012517,1490799774,0,东京,日本,亚洲
110187471221,1012516,1487176120,1,东京,日本,亚洲
110187471221,1012514,1501239684,1,大阪,日本,亚洲
110187471221,1012518,1489608510,1,长崎,日本,亚洲
110187471221,1012512,1501239684,1,大阪,日本,亚洲
110187471221,1012511,1489608510,1,长崎,日本,亚洲
110187471221,1012510,1489608510,1,熊本市,日本,亚洲
110187471221,1012513,1490800027,0,大阪,日本,亚洲
110187471221,1012508,1501239684,1,大阪,日本,亚洲
110187471221,1012509,1489608510,1,长崎,日本,亚洲
110187473629,1012526,1487256459,1,吉隆坡,马来西亚,亚洲
110187473629,1012524,1485190909,1,新加坡,新加坡,亚洲
110187473925,1012529,1488632152,1,日内瓦,瑞士,欧洲
110187571029,1012532,1482672408,0,拉斯维加斯,美国,北美洲
110187671523,1012544,1490567159,0,香港,中国香港,亚洲
110187671527,1012547,1483607696,1,东京,日本,亚洲
110187671527,1012548,1483607439,1,东京,日本,亚洲
110187671527,1012549,1482107926,1,东京,日本,亚洲
110187673522,1012550,1501009198,0,大阪,日本,亚洲
110187673629,1012552,1482298076,0,墨尔本,澳大利亚,大洋洲
110187673629,1012553,1482420821,0,奥克兰,新西兰,大洋洲
110187673629,1012555,1482298426,0,墨尔本,澳大利亚,大洋洲
110187773421,1012571,1483005473,1,大阪,日本,亚洲
110187773421,1012570,1483004814,1,大阪,日本,亚洲
110187773421,1012569,1483005190,1,京都,日本,亚洲
110187773720,1012576,1482350675,0,米兰,意大利,欧洲
110187773720,1012578,1482351159,0,罗马,意大利,欧洲
110187871227,1012579,1482486735,0,东京,日本,亚洲
110187873225,1012585,1482537730,0,悉尼,澳大利亚,大洋洲
110187873225,1012584,1482537259,0,悉尼,澳大利亚,大洋洲
110187873225,1012583,1482537598,0,悉尼,澳大利亚,大洋洲
110187873320,1012587,1498422974,0,巴黎,法国,欧洲
110187873421,1012589,1482505637,0,新加坡,新加坡,亚洲
110187873421,1012590,1482506375,0,新加坡,新加坡,亚洲
110187873421,1012592,1482503724,0,新加坡,新加坡,亚洲
110187873421,1012593,1482503382,0,新加坡,新加坡,亚洲
110187873421,1012594,1486659552,0,新加坡,新加坡,亚洲
110187873421,1012595,1501763279,0,墨尔本,澳大利亚,大洋洲
110187873522,1012597,1487951302,0,台北,中国台湾,亚洲
110187873927,1012602,1498648731,1,卡尔加里,加拿大,北美洲
110187973127,1012605,1484249757,0,普吉岛,泰国,亚洲
110187973724,1012610,1501594958,0,奥兰多,美国,北美洲
110187973724,1012611,1501595071,0,奥兰多,美国,北美洲
110187973724,1012609,1501595400,0,奥兰多,美国,北美洲
110188071528,1012618,1495128916,0,东京,日本,亚洲
110188071528,1012620,1495128710,0,东京,日本,亚洲
110188171023,1012622,1482655336,0,大阪,日本,亚洲
110188273821,1012634,1503079926,0,首尔,韩国,亚洲
110188273828,1012637,1491140719,0,吉隆坡,马来西亚,亚洲
110188371026,1012639,1480201582,0,香港,中国香港,亚洲
110188371026,1012640,1490819747,0,新加坡,新加坡,亚洲
110188371026,1012642,1490820085,0,新加坡,新加坡,亚洲
110188371026,1012643,1480619341,0,香港,中国香港,亚洲
110188471027,1012652,1493730587,0,新加坡,新加坡,亚洲
110188471027,1012654,1494777538,0,曼谷,泰国,亚洲
110188471027,1012653,1494778028,0,曼谷,泰国,亚洲
110188471027,1012651,1494366735,0,新加坡,新加坡,亚洲
110188471027,1012650,1493912371,0,台北,中国台湾,亚洲
110188471027,1012649,1493773715,0,台北,中国台湾,亚洲
110188471524,1012656,1480473510,0,洛杉矶,美国,北美洲
110188471524,1012657,1500922614,0,香港,中国香港,亚洲
110188473823,1012663,1494266095,0,东京,日本,亚洲
110188573425,1012666,1485465093,0,新加坡,新加坡,亚洲
110188671225,1012668,1496240429,0,首尔,韩国,亚洲
110188673126,1012670,1481910334,0,大阪,日本,亚洲
110188771224,1012674,1495917848,0,台北,中国台湾,亚洲
110188771224,1012675,1495917424,0,台北,中国台湾,亚洲
110188771224,1012673,1495917585,0,台北,中国台湾,亚洲
110188973124,1012697,1480876516,0,曼谷,泰国,亚洲
110188973124,1012698,1482769390,0,迈阿密,美国,北美洲
110188973124,1012700,1484448485,1,迈阿密,美国,北美洲
110189073723,1012717,1496399014,0,黄金海岸,澳大利亚,大洋洲
110189073723,1012716,1496399443,0,悉尼,澳大利亚,大洋洲
110189073723,1012715,1496399165,0,黄金海岸,澳大利亚,大洋洲
110189073723,1012714,1496399584,0,悉尼,澳大利亚,大洋洲
110189173323,1012730,1500649266,0,悉尼,澳大利亚,大洋洲
110189273224,1012744,1491311225,0,新加坡,新加坡,亚洲
110189273224,1012743,1491312183,0,苏梅岛,泰国,亚洲
110189273224,1012742,1491311580,0,新加坡,新加坡,亚洲
110189373725,1012753,1480592328,0,吉隆坡,马来西亚,亚洲
110189373829,1012759,1486250259,0,斯德哥尔摩,瑞典,欧洲
110189373829,1012760,1483563848,0,大阪,日本,亚洲
110189373829,1012756,1483565320,0,大阪,日本,亚洲
110189471529,1012770,1494294565,0,苏梅岛,泰国,亚洲
110189471529,1012769,1494278842,0,曼谷,泰国,亚洲
110189573529,1012792,1494061925,0,东京,日本,亚洲
110189573720,1012797,1491119989,1,约克,英国,欧洲
110189573720,1012798,1491119989,1,约克,英国,欧洲
110189573720,1012794,1491119989,1,约克,英国,欧洲
110189671020,1012808,1498432053,0,新加坡,新加坡,亚洲
110189671025,1012810,1478947692,1,蒙特利尔,加拿大,北美洲
110189671025,1012811,1478908142,0,蒙特利尔,加拿大,北美洲
110189673122,1012815,1487670446,0,曼谷,泰国,亚洲
110189673122,1012817,1487669728,0,曼谷,泰国,亚洲
110189673422,1012823,1480240973,0,奥克兰,新西兰,大洋洲
110189816120,1012832,1483553177,0,悉尼,澳大利亚,大洋洲
110189816120,1012833,1483823417,0,悉尼,澳大利亚,大洋洲
110189871523,1012845,1494191106,0,台北,中国台湾,亚洲
110189973127,1012874,1494434848,0,香港,中国香港,亚洲
110189973127,1012872,1493373107,0,巴厘岛,印度尼西亚,亚洲
110189973127,1012868,1494439584,0,香港,中国香港,亚洲
110300071225,1012889,1502396498,0,纽约,美国,北美洲
110300071225,1012892,1503011423,0,纽约,美国,北美洲
110300073821,1012895,1493713132,0,台北,中国台湾,亚洲
110300073821,1012897,1494707744,0,台北,中国台湾,亚洲
110300273421,1012918,1494553483,0,东京,日本,亚洲
110300273421,1012921,1493948526,0,曼谷,泰国,亚洲
110300273421,1012920,1503181711,0,东京,日本,亚洲
110300273421,1012919,1493949069,1,曼谷,泰国,亚洲
110300273421,1012917,1494659820,1,东京,日本,亚洲
110300273421,1012914,1493951175,0,曼谷,泰国,亚洲
110300273421,1012916,1494553683,0,东京,日本,亚洲
110300571022,1012946,1494438338,0,沙巴--亚庇,马来西亚,亚洲
110300571022,1012947,1494436887,0,基督城,新西兰,大洋洲
110300673721,1012968,1485342387,0,新加坡,新加坡,亚洲
110300973720,1013007,1493921604,0,温哥华,加拿大,北美洲
110300973823,1013013,1483459358,0,东京,日本,亚洲
110300973925,1013020,1480823935,0,巴黎,法国,欧洲
110300973925,1013018,1480247225,0,米兰,意大利,欧洲
110301110821,1013048,1491057226,0,巴黎,法国,欧洲
110301116925,1013170,1498395251,1,花莲,中国台湾,亚洲
110301173326,1013196,1486374527,0,台北,中国台湾,亚洲
110301173326,1013197,1492210366,0,香港,中国香港,亚洲
110301173326,1013198,1485890337,0,台北,中国台湾,亚洲
110301271525,1013224,1494161393,1,北海道--札幌,日本,亚洲
110301371222,1013260,1493807042,1,墨尔本,澳大利亚,大洋洲
110301373820,1013271,1479805876,0,吉隆坡,马来西亚,亚洲
110301571520,1013284,1496686103,0,墨尔本,澳大利亚,大洋洲
110301571520,1013282,1495620269,1,东京,日本,亚洲
110301573127,1013292,1478827588,0,洛杉矶,美国,北美洲
110301573127,1013296,1487442130,0,纽约,美国,北美洲
110301573127,1013295,1487441666,0,纽约,美国,北美洲
110301573127,1013294,1485268854,0,清迈,泰国,亚洲
110301573127,1013293,1483106251,0,巴厘岛,印度尼西亚,亚洲
110301573127,1013298,1483106081,1,巴厘岛,印度尼西亚,亚洲
110301573127,1013289,1485268688,1,清迈,泰国,亚洲
110301573127,1013287,1487441927,1,纽约,美国,北美洲
110301573127,1013297,1478757451,0,洛杉矶,美国,北美洲
110301573422,1013303,1491459964,0,新加坡,新加坡,亚洲
110301573422,1013304,1497986698,0,新加坡,新加坡,亚洲
110301573422,1013306,1483292881,0,新加坡,新加坡,亚洲
110301573422,1013307,1496936567,0,洛杉矶,美国,北美洲
110301771223,1013321,1492336811,0,槟城,马来西亚,亚洲
110301771224,1013336,1497186186,0,香港,中国香港,亚洲
110301771224,1013335,1501533985,0,香港,中国香港,亚洲
110301771224,1013330,1502012173,0,香港,中国香港,亚洲
110301771224,1013333,1494879057,0,香港,中国香港,亚洲
110301771224,1013332,1502707650,0,香港,中国香港,亚洲
110301771224,1013331,1499158339,0,香港,中国香港,亚洲
110301771224,1013334,1496074557,0,香港,中国香港,亚洲
110301771224,1013329,1497886575,0,香港,中国香港,亚洲
110301771224,1013323,1494234580,0,香港,中国香港,亚洲
110301771224,1013328,1494084997,0,香港,中国香港,亚洲
110301771224,1013327,1496600710,0,香港,中国香港,亚洲
110301771224,1013325,1500151197,0,香港,中国香港,亚洲
110301771224,1013324,1498160307,0,香港,中国香港,亚洲
110301773120,1013345,1497291529,0,墨尔本,澳大利亚,大洋洲
110301773120,1013344,1489905733,0,悉尼,澳大利亚,大洋洲
110301773120,1013343,1494009028,0,墨尔本,澳大利亚,大洋洲
110301773120,1013341,1493994451,0,墨尔本,澳大利亚,大洋洲
110301773123,1013347,1485557510,0,悉尼,澳大利亚,大洋洲
110301816028,1013357,1482794101,0,大阪,日本,亚洲
110301816028,1013356,1483113959,0,东京,日本,亚洲
110301971227,1013382,1494361577,0,多伦多,加拿大,北美洲
110301973429,1013386,1491480088,0,普吉岛,泰国,亚洲
110302371522,1013417,1494666994,0,台北,中国台湾,亚洲
110302573128,1013434,1492118163,0,吉隆坡,马来西亚,亚洲
110302573722,1013437,1491217778,0,吉隆坡,马来西亚,亚洲
110302573722,1013438,1495060611,0,吉隆坡,马来西亚,亚洲
110302573722,1013442,1491217396,0,吉隆坡,马来西亚,亚洲
110302573722,1013443,1484656430,0,吉隆坡,马来西亚,亚洲
110302673422,1013457,1493082274,1,波尔多,法国,欧洲
110302773125,1013472,1494155932,0,首尔,韩国,亚洲
110302773125,1013471,1494788912,0,首尔,韩国,亚洲
110302773125,1013470,1483907374,0,普吉岛,泰国,亚洲
110302873123,1013485,1499283990,1,旧金山,美国,北美洲
110302873123,1013484,1499597718,1,洛杉矶,美国,北美洲
110302873124,1013486,1491576641,0,香港,中国香港,亚洲
110303171020,1013516,1478941284,0,普吉岛,泰国,亚洲
110303173021,1013524,1481057749,0,巴厘岛,印度尼西亚,亚洲
110303173021,1013522,1481057596,0,巴厘岛,印度尼西亚,亚洲
110303173021,1013521,1482509018,0,巴厘岛,印度尼西亚,亚洲
110303173423,1013531,1501061880,0,新加坡,新加坡,亚洲
110303273927,1013542,1493579725,0,澳门,中国澳门,亚洲
110303273927,1013541,1493581236,0,香港,中国香港,亚洲
110303273927,1013543,1493580611,0,新加坡,新加坡,亚洲
110303273927,1013539,1493581049,0,新加坡,新加坡,亚洲
110303273927,1013540,1493580290,0,澳门,中国澳门,亚洲
110303373225,1013544,1501599459,0,墨尔本,澳大利亚,大洋洲
110303373225,1013546,1503499561,0,墨尔本,澳大利亚,大洋洲
110303373225,1013547,1504366908,0,墨尔本,澳大利亚,大洋洲
110303473827,1013567,1488908052,0,香港,中国香港,亚洲
110303473827,1013566,1495531426,0,波士顿,美国,北美洲
110303671526,1013575,1499285872,1,台北,中国台湾,亚洲
110304073420,1013612,1478694519,1,首尔,韩国,亚洲
110304173627,1013617,1485448091,0,大阪,日本,亚洲
110304373423,1013629,1498310244,0,东京,日本,亚洲
110304473122,1013657,1504870903,0,香港,中国香港,亚洲
110304673526,1013695,1494244596,0,新加坡,新加坡,亚洲
110304773022,1013701,1497777006,0,大阪,日本,亚洲
110304916121,1013716,1485980181,0,东京,日本,亚洲
110304916121,1013717,1486065697,1,东京,日本,亚洲
110304916121,1013719,1486076153,0,东京,日本,亚洲
110305071028,1013729,1479998397,0,曼谷,泰国,亚洲
110305573421,1013779,1487970649,0,新加坡,新加坡,亚洲
110305771527,1013792,1484748289,1,富士河口湖,日本,亚洲
110305773523,1013793,1482015629,0,马德里,西班牙,欧洲
110305873629,1013801,1486118387,0,罗马,意大利,欧洲
110305873629,1013802,1486118707,0,威尼斯,意大利,欧洲
110306173322,1013829,1492993652,0,东京,日本,亚洲
110306373528,1013856,1490641753,0,香港,中国香港,亚洲
110306671021,1013871,1479226930,0,洛杉矶,美国,北美洲
110306671021,1013872,1479263561,0,洛杉矶,美国,北美洲
110306773420,1013884,1494787711,0,巴黎,法国,欧洲
110306971027,1013897,1484418235,1,澳门,中国澳门,亚洲
110306973125,1013901,1496508608,0,东京,日本,亚洲
110307073326,1013911,1482506943,1,大阪,日本,亚洲
110307073724,1013921,1481630255,0,曼彻斯特,英国,欧洲
110307073724,1013922,1497816032,1,底特律,美国,北美洲
110307073724,1013917,1497816032,0,底特律,美国,北美洲
110307073724,1013916,1497816032,1,底特律,美国,北美洲
110307271520,1013931,1497374643,0,东京,日本,亚洲
110307271520,1013932,1497375130,0,东京,日本,亚洲
110307373227,1013950,1492297541,1,马德里,西班牙,欧洲
110307373526,1013958,1486232483,0,大阪,日本,亚洲
110307373526,1013959,1499009297,1,佛罗伦萨,意大利,欧洲
110307373526,1013955,1499011671,1,佛罗伦萨,意大利,欧洲
110307673820,1013997,1485641096,0,墨尔本,澳大利亚,大洋洲
110307973326,1014012,1495118173,0,奥兰多,美国,北美洲
110308071226,1014029,1499703173,0,香港,中国香港,亚洲
110308073726,1014038,1503506345,0,大阪,日本,亚洲
110308273125,1014055,1494004388,0,香港,中国香港,亚洲
110308273125,1014057,1493905284,0,香港,中国香港,亚洲
110308273125,1014058,1493844314,0,香港,中国香港,亚洲
110308273125,1014059,1491191408,0,纽约,美国,北美洲
110308373720,1014067,1488400202,0,伦敦,英国,欧洲
110308473129,1014089,1478441863,0,新加坡,新加坡,亚洲
110308473628,1014093,1498328796,0,首尔,韩国,亚洲
110308473628,1014091,1497859060,1,济州岛,韩国,亚洲
110308573320,1014098,1496760812,0,黄金海岸,澳大利亚,大洋洲
110308573829,1014101,1500738558,0,马德里,西班牙,欧洲
110308971528,1014128,1498459684,0,名古屋,日本,亚洲
110308973528,1014131,1482394717,0,洛杉矶,美国,北美洲
110308973825,1014136,1494847778,0,曼谷,泰国,亚洲
110308973825,1014135,1494877440,0,曼谷,泰国,亚洲
110309016122,1014140,1496941300,0,台北,中国台湾,亚洲
110309016326,1014143,1501380012,0,华盛顿,美国,北美洲
110309071221,1014149,1480392559,0,温哥华,加拿大,北美洲
110309071221,1014150,1480332061,0,温哥华,加拿大,北美洲
110309071221,1014147,1480400291,0,温哥华,加拿大,北美洲
110309071221,1014146,1480329624,0,温哥华,加拿大,北美洲
110309171229,1014162,1483634045,0,悉尼,澳大利亚,大洋洲
110309171229,1014161,1484050648,0,悉尼,澳大利亚,大洋洲
110309171229,1014160,1484080373,0,悉尼,澳大利亚,大洋洲
110309173828,1014170,1494880912,0,洛杉矶,美国,北美洲
110309173828,1014172,1493657092,0,纽约,美国,北美洲
110309273623,1014185,1504135038,0,香港,中国香港,亚洲
110309273623,1014186,1483523476,0,香港,中国香港,亚洲
110309273623,1014188,1479506476,0,香港,中国香港,亚洲
110309273623,1014189,1483954655,0,香港,中国香港,亚洲
110309773421,1014240,1504544610,0,巴黎,法国,欧洲
110309873122,1014259,1491597360,0,新加坡,新加坡,亚洲
110309873122,1014260,1481393305,0,台北,中国台湾,亚洲
110309973226,1014273,1495917725,0,曼谷,泰国,亚洲
110309973423,1014275,1495166215,0,纽约,美国,北美洲
110309973522,1014277,1481276383,0,香港,中国香港,亚洲
110320071226,1014286,1499166668,1,迪拜,阿联酋,亚洲
110320173224,1014300,1478496113,0,布里斯班,澳大利亚,大洋洲
110320173627,1014312,1499254129,0,台北,中国台湾,亚洲
110320271029,1014319,1499395277,1,纽约,美国,北美洲
110320271029,1014318,1499326927,1,纽约,美国,北美洲
110320271029,1014317,1491540599,1,伦敦,英国,欧洲
110320416327,1014338,1478548940,0,香港,中国香港,亚洲
110320416327,1014339,1484912677,0,新加坡,新加坡,亚洲
110320416327,1014340,1503480384,0,东京,日本,亚洲
110320773225,1014371,1499466552,0,新加坡,新加坡,亚洲
110321071020,1014383,1482838709,0,大阪,日本,亚洲
110322171525,1014453,1483410886,0,温哥华,加拿大,北美洲
110322171525,1014455,1493976426,0,香港,中国香港,亚洲
110322471520,1014472,1493935920,0,巴黎,法国,欧洲
110322471520,1014473,1492536659,0,伦敦,英国,欧洲
110322471520,1014474,1492536947,0,伦敦,英国,欧洲
110322471520,1014475,1492529164,0,伦敦,英国,欧洲
110322871521,1014501,1495556203,0,巴厘岛,印度尼西亚,亚洲
110322973123,1014506,1488393177,0,普吉岛,泰国,亚洲
110322973823,1014511,1481864385,0,洛杉矶,美国,北美洲
110323073726,1014520,1492573493,0,伦敦,英国,欧洲
110323073726,1014521,1492573765,0,伦敦,英国,欧洲
110323073726,1014522,1501237314,0,迪拜,阿联酋,亚洲
110323073726,1014523,1492797212,1,伦敦,英国,欧洲
110323173324,1014526,1479686356,0,旧金山,美国,北美洲
110323173324,1014527,1479906372,0,旧金山,美国,北美洲
110323273125,1014531,1488381243,0,普吉岛,泰国,亚洲
110323273723,1014533,1503408435,0,纽约,美国,北美洲
110323273723,1014534,1503405730,0,纽约,美国,北美洲
110323473128,1014547,1478438513,0,普吉岛,泰国,亚洲
110323573823,1014567,1492587635,1,京都,日本,亚洲
110323573823,1014569,1492011456,1,奈良,日本,亚洲
110323871524,1014585,1484037268,0,香港,中国香港,亚洲
110324373425,1014619,1480624971,0,东京,日本,亚洲
110324573424,1014628,1479202914,0,旧金山,美国,北美洲
110324573424,1014629,1479202757,0,纽约,美国,北美洲
110324871023,1014663,1503119054,0,奥克兰,新西兰,大洋洲
110325373321,1014697,1488846282,0,新加坡,新加坡,亚洲
110325373321,1014699,1488846807,0,新加坡,新加坡,亚洲
110325373820,1014700,1492296995,0,悉尼,澳大利亚,大洋洲
110325473725,1014710,1505002705,0,曼谷,泰国,亚洲
110325473725,1014711,1505002365,0,曼谷,泰国,亚洲
110325473725,1014712,1505003371,0,普吉岛,泰国,亚洲
110325473725,1014714,1505003165,0,曼谷,泰国,亚洲
110325473725,1014715,1505003659,0,普吉岛,泰国,亚洲
110325473827,1014720,1490271327,0,东京,日本,亚洲
110325473827,1014719,1484829031,0,香港,中国香港,亚洲
110325473827,1014722,1487346461,0,香港,中国香港,亚洲
110325473827,1014718,1495623457,0,东京,日本,亚洲
110325473827,1014717,1485175083,0,香港,中国香港,亚洲
110325473827,1014716,1487346651,0,香港,中国香港,亚洲
110325773723,1014742,1496219831,0,夏威夷欧胡岛（檀香山）,美国,北美洲
110325873728,1014749,1497026974,0,巴塞罗那,西班牙,欧洲
110326071020,1014752,1490993324,0,洛杉矶,美国,北美洲
110326071020,1014753,1490992369,0,洛杉矶,美国,北美洲
110326171026,1014762,1480368447,0,芝加哥,美国,北美洲
110326271229,1014775,1504593185,1,香港,中国香港,亚洲
110326273320,1014780,1498684634,0,温哥华,加拿大,北美洲
110326273320,1014778,1499746131,0,温哥华,加拿大,北美洲
110326273320,1014781,1498684004,0,温哥华,加拿大,北美洲
110326412622,1014786,1494765492,1,吉隆坡,马来西亚,亚洲
110326571529,1014796,1501872033,0,东京,日本,亚洲
110326671526,1014800,1491794694,0,尼斯,法国,欧洲
110326671526,1014802,1492299166,1,伦敦,英国,欧洲
110326673123,1014803,1498411072,0,新加坡,新加坡,亚洲
110326771024,1014805,1495765359,0,多伦多,加拿大,北美洲
110326771529,1014812,1502795612,0,新加坡,新加坡,亚洲
110326771529,1014811,1503652669,0,巴厘岛,印度尼西亚,亚洲
110326771529,1014810,1504034674,0,新加坡,新加坡,亚洲
110326771529,1014808,1503589008,0,新加坡,新加坡,亚洲
110326773527,1014818,1487867242,1,米兰,意大利,欧洲
110326773527,1014820,1487867769,1,威尼斯,意大利,欧洲
110326873422,1014830,1484125669,0,华盛顿,美国,北美洲
110326873722,1014831,1498080209,0,台北,中国台湾,亚洲
110326873722,1014832,1492680098,0,伦敦,英国,欧洲
110326973828,1014854,1478968542,0,曼谷,泰国,亚洲
110326973828,1014855,1479731949,0,普吉岛,泰国,亚洲
110328073924,1014865,1478451828,0,普吉岛,泰国,亚洲
110328116627,1014867,1490868019,0,悉尼,澳大利亚,大洋洲
110328173120,1014880,1478720596,1,京都,日本,亚洲
110328373923,1014904,1492270599,0,悉尼,澳大利亚,大洋洲
110328373923,1014905,1492332386,0,墨尔本,澳大利亚,大洋洲
110328373923,1014906,1492270784,0,凯恩斯,澳大利亚,大洋洲
110328373923,1014908,1492332688,0,悉尼,澳大利亚,大洋洲
110328373923,1014909,1492333396,0,墨尔本,澳大利亚,大洋洲
110328373923,1014910,1492333078,0,凯恩斯,澳大利亚,大洋洲
110328673326,1014933,1482656226,0,东京,日本,亚洲
110328673326,1014935,1481659856,0,东京,日本,亚洲
110328673424,1014937,1482225398,0,台北,中国台湾,亚洲
110328673927,1014941,1478471010,0,苏梅岛,泰国,亚洲
110328773726,1014949,1502017006,0,首尔,韩国,亚洲
110328773726,1014950,1499437350,0,高雄,中国台湾,亚洲
110328810222,1014956,1502294450,0,香港,中国香港,亚洲
110328810222,1014957,1503073307,1,香港,中国香港,亚洲
110328812820,1014962,1493116813,0,墨尔本,澳大利亚,大洋洲
110328873629,1014970,1480400359,0,悉尼,澳大利亚,大洋洲
110328873629,1014971,1478985299,0,悉尼,澳大利亚,大洋洲
110328873629,1014972,1479667966,0,悉尼,澳大利亚,大洋洲
110328873629,1014973,1479894908,0,墨尔本,澳大利亚,大洋洲
110329071528,1014997,1478944531,0,吉隆坡,马来西亚,亚洲
110329171027,1015008,1483259709,0,亚特兰大,美国,北美洲
110329371025,1015014,1487064303,0,新加坡,新加坡,亚洲
110329371025,1015015,1489911544,0,新加坡,新加坡,亚洲
110329673722,1015033,1494402984,0,首尔,韩国,亚洲
110329673722,1015035,1494694049,0,首尔,韩国,亚洲
110329873720,1015058,1504723131,0,首尔,韩国,亚洲
110329873720,1015059,1502988170,0,济州岛,韩国,亚洲
110329973727,1015073,1496663433,0,新加坡,新加坡,亚洲
110329973727,1015074,1496645712,0,新加坡,新加坡,亚洲
110329973727,1015072,1496664015,0,新加坡,新加坡,亚洲
110340012822,1015083,1490648614,0,普吉岛,泰国,亚洲
110340016428,1015108,1491818413,0,沙巴--亚庇,马来西亚,亚洲
110340016720,1015112,1495349813,0,洛杉矶,美国,北美洲
110340073620,1015136,1491809827,0,吉隆坡,马来西亚,亚洲
110340171025,1015150,1480326321,0,伦敦,英国,欧洲
110340173824,1015172,1480262626,0,新加坡,新加坡,亚洲
110340173826,1015186,1496932986,0,香港,中国香港,亚洲
110340173826,1015185,1497005705,0,香港,中国香港,亚洲
110340173826,1015184,1497028910,0,香港,中国香港,亚洲
110340373822,1015253,1488286347,1,巴厘岛,印度尼西亚,亚洲
110340373822,1015254,1488379768,1,巴厘岛,印度尼西亚,亚洲
110340373822,1015255,1488375578,1,巴厘岛,印度尼西亚,亚洲
110340373822,1015256,1487061291,1,巴厘岛,印度尼西亚,亚洲
110340671023,1015344,1486976720,0,悉尼,澳大利亚,大洋洲
110340671023,1015341,1490615709,0,墨尔本,澳大利亚,大洋洲
110340671023,1015339,1491768503,0,墨尔本,澳大利亚,大洋洲
110340671023,1015340,1483345643,0,悉尼,澳大利亚,大洋洲
110340671023,1015335,1491421128,0,墨尔本,澳大利亚,大洋洲
110340973127,1015358,1486601577,0,普吉岛,泰国,亚洲
110340973127,1015360,1486600234,0,普吉岛,泰国,亚洲
110340973423,1015375,1485546968,0,台北,中国台湾,亚洲
110340973423,1015373,1480609231,0,法兰克福,德国,欧洲
110340973423,1015377,1496305252,0,台北,中国台湾,亚洲
110340973423,1015383,1499050848,0,巴黎,法国,欧洲
110340973423,1015380,1498781531,0,巴黎,法国,欧洲
110340973423,1015381,1479692270,0,慕尼黑,德国,欧洲
110340973423,1015382,1489763794,0,台北,中国台湾,亚洲
110340973423,1015374,1496268956,0,台北,中国台湾,亚洲
110340973423,1015372,1485219842,0,台北,中国台湾,亚洲
110340973423,1015369,1489534883,0,台北,中国台湾,亚洲
110340973423,1015364,1499537509,0,伦敦,英国,欧洲
110340973423,1015365,1503253347,0,香港,中国香港,亚洲
110340973423,1015366,1490755053,0,洛杉矶,美国,北美洲
110340973423,1015367,1499849680,0,伦敦,英国,欧洲
110341271220,1015399,1494161433,0,洛杉矶,美国,北美洲
110341271220,1015401,1494077443,0,洛杉矶,美国,北美洲
110341471522,1015431,1483440197,0,纽约,美国,北美洲
110341471522,1015432,1483437930,0,纽约,美国,北美洲
110342373124,1015453,1493930913,0,首尔,韩国,亚洲
110342571528,1015467,1483226962,0,巴厘岛,印度尼西亚,亚洲
110342571528,1015468,1483306237,0,巴厘岛,印度尼西亚,亚洲
110342573125,1015472,1495185900,0,伦敦,英国,欧洲
110342573125,1015471,1495191150,0,伦敦,英国,欧洲
110342671225,1015486,1492942879,0,大阪,日本,亚洲
110342671225,1015485,1483184052,0,东京,日本,亚洲
110343271025,1015533,1487029985,0,伦敦,英国,欧洲
110343271025,1015539,1487301858,0,米兰,意大利,欧洲
110343271025,1015529,1487450523,1,罗马,意大利,欧洲
110343471220,1015556,1504798468,0,曼谷,泰国,亚洲
110343871224,1015571,1494194214,0,首尔,韩国,亚洲
110343871224,1015567,1494195085,0,首尔,韩国,亚洲
110344071022,1015576,1499619331,0,悉尼,澳大利亚,大洋洲
110344371021,1015599,1483569186,0,大阪,日本,亚洲
110344371529,1015615,1495624358,0,墨尔本,澳大利亚,大洋洲
110344371529,1015617,1495625196,0,墨尔本,澳大利亚,大洋洲
110344371529,1015618,1495539293,0,墨尔本,澳大利亚,大洋洲
110344371529,1015619,1495539586,0,悉尼,澳大利亚,大洋洲
110344371529,1015624,1495449477,0,墨尔本,澳大利亚,大洋洲
110344371529,1015623,1495449370,1,墨尔本,澳大利亚,大洋洲
110344371529,1015616,1495539120,1,墨尔本,澳大利亚,大洋洲
110344371529,1015614,1495616334,1,墨尔本,澳大利亚,大洋洲
110344371529,1015613,1495539027,1,墨尔本,澳大利亚,大洋洲
110344371529,1015612,1495449276,1,墨尔本,澳大利亚,大洋洲
110344371529,1015611,1495625908,1,墨尔本,澳大利亚,大洋洲
110344371529,1015610,1495621539,1,墨尔本,澳大利亚,大洋洲
